Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_006,SE_T02A_001,SE_T02A_002,SE_T02A_003,SE_T003_001,SE_T003_002,SE_T003_003,SE_T008_001,SE_T008_002,SE_T008_003,SE_T008_004,SE_T008_005,SE_T008_006,SE_T008_007,SE_T008_008,SE_T008_009,SE_T008_010,SE_T008_011,SE_T008_012,SE_T008_013,SE_T044_001,SE_T044_002,SE_T044_003,SE_T054_001,SE_T054_002,SE_T054_003,SE_T054_004,SE_T054_005,SE_T054_006,SE_T054_007,SE_T054_008,SE_T055_001,SE_T055_002,SE_T055_003,SE_T055_004,SE_T055_005,SE_T055_006,SE_T055_007,SE_T055_008,SE_T055_009,SE_T055_010,SE_T055_011,SE_T055_012,SE_T055_013,SE_T055_014,SE_T055_015,SE_T055_016,SE_T055_017,SE_T058_001,SE_T058_002,SE_T058_003,SE_T058_004,SE_T058_005,SE_T058_006,SE_T058_007,SE_T058_008,SE_T058_009,SE_T063_001,SE_T063_002,SE_T063_003,SE_T063_004,SE_T063_005,SE_T063_006,SE_T063_007,SE_T063_008,SE_T063_009,SE_T063_010,SE_T063_011,SE_T063_012,SE_T063_013,SE_T063_014,SE_T063_015,SE_T063_016,SE_T063_017,SE_T063_018,SE_T068_001,SE_T069_001,SE_T069_002,SE_T069_003,SE_T070_001,SE_T070_002,SE_T070_003,SE_T071_001,SE_T071_002,SE_T071_003,SE_T071_004
"Census Tract 14.01","Census Tract 14.01, Dane County, Wisconsin","55025001401","140","00","55","025","19",,"001401",5941,5941,3731.035,1.59231973275552,1.612609,1.59232,0.02028967,5941,3092,2849,5941,544,493,446,234,829,1257,765,657,426,185,77,28,28,28.5,27.6,5941,2306,1420,51,793,7,1064,300,5941,3905,1514,1370,35,785,2,8,191,2036,792,50,16,8,5,1056,109,2345,1168,597,571,186,385,1177,869,308,5941,5891,4335,1168,597,1875,88,124,74,164,245,1556,869,308,379,50,0,50,2587,2345,568,1777,2587,2345,242,242,172,22,48
"Census Tract 14.02","Census Tract 14.02, Dane County, Wisconsin","55025001402","140","00","55","025","19",,"001402",5373,5373,1700.098,3.16040537639557,3.747164,3.160405,0.5867591,5373,2721,2652,5373,440,349,275,170,716,1230,662,597,513,267,124,30,29.8,29.7,30,5373,3249,1047,36,206,0,582,253,5373,4332,2879,1030,22,202,0,6,193,1041,370,17,14,4,0,576,60,2327,1223,704,519,145,374,1104,769,335,5373,5368,3866,1223,704,1376,55,102,43,126,237,1502,769,335,398,5,0,5,2533,2327,703,1624,2533,2327,206,206,155,40,11
"Census Tract 14.03","Census Tract 14.03, Dane County, Wisconsin","55025001403","140","00","55","025","19",,"001403",7672,7672,1789.772,4.28657893395645,4.314264,4.286579,0.02768468,7672,3861,3811,7672,666,569,452,254,830,1735,1028,925,694,286,163,70,30.3,29.9,30.8,7672,5411,809,25,428,2,713,284,7672,6184,4769,787,17,419,1,3,188,1488,642,22,8,9,1,710,96,3224,1852,1345,507,165,342,1372,970,402,7672,7659,5806,1852,1345,2083,43,117,44,141,181,1853,970,402,481,13,13,0,3509,3224,1475,1749,3509,3224,285,285,201,76,8
"Census Tract 15.01","Census Tract 15.01, Dane County, Wisconsin","55025001501","140","00","55","025","19",,"001501",1999,1999,4754.982,0.420401175603902,0.4238333,0.4204012,0.003432062,1999,999,1000,1999,147,109,96,73,205,376,242,273,265,119,80,14,34.7,33.9,35.8,1999,1390,283,18,85,0,162,61,1999,1672,1257,277,6,84,0,2,46,327,133,6,12,1,0,160,15,912,473,278,195,53,142,439,306,133,1999,1999,1400,473,278,473,25,21,16,40,74,599,306,133,160,0,0,0,1015,912,403,509,1015,912,103,103,58,42,3
"Census Tract 15.02","Census Tract 15.02, Dane County, Wisconsin","55025001502","140","00","55","025","19",,"001502",5399,5399,1440.605,3.7477320358241,4.222421,3.747732,0.4746891,5399,2715,2684,5399,513,403,303,165,634,1108,810,671,516,196,59,21,30.9,30.9,30.9,5399,3186,804,68,341,3,776,221,5399,3989,2654,788,29,340,3,8,167,1410,532,16,39,1,0,768,54,2279,1139,679,460,132,328,1140,810,330,5399,5399,3878,1139,679,1529,75,88,49,139,180,1521,810,330,381,0,0,0,2465,2279,1083,1196,2465,2279,186,186,137,21,28
"Census Tract 16.03","Census Tract 16.03, Dane County, Wisconsin","55025001603","140","00","55","025","19",,"001603",3414,3414,50310.2,0.0678590016633282,0.067859,0.067859,0,3414,1532,1882,3414,8,0,1,5,3141,184,38,14,18,5,0,0,21.4,21.7,21.3,3414,2625,82,10,563,1,49,84,3414,3291,2560,76,8,562,1,9,75,123,65,6,2,1,0,40,9,1597,41,10,31,14,17,1556,628,928,3414,3414,95,41,10,9,0,25,1,2,7,3319,628,928,1763,0,0,0,1700,1597,3,1594,1700,1597,103,103,97,5,1
"Census Tract 16.04","Census Tract 16.04, Dane County, Wisconsin","55025001604","140","00","55","025","19",,"001604",5053,5053,47737.23,0.105850297375895,0.1058503,0.1058503,0,5053,2510,2543,5053,15,3,1,1,4294,484,81,80,60,26,5,3,21.7,21.9,21.6,5053,4258,129,14,469,2,47,134,5053,4810,4087,125,11,467,2,6,112,243,171,4,3,2,0,41,22,2090,77,33,44,21,23,2013,1184,829,5053,3892,195,77,33,18,0,33,3,9,22,3697,1184,829,1684,1161,0,1161,2191,2090,14,2076,2191,2090,101,101,68,9,24
"Census Tract 16.05","Census Tract 16.05, Dane County, Wisconsin","55025001605","140","00","55","025","19",,"001605",2389,2389,17503.33,0.136488277165763,0.1364883,0.1364883,0,2389,1492,897,2389,15,6,7,4,1259,716,137,116,88,24,15,2,24.4,24.5,24.3,2389,2067,66,10,139,0,49,58,2389,2283,2007,64,8,139,0,15,50,106,60,2,2,0,0,34,8,1420,126,97,29,12,17,1294,871,423,2389,2389,303,126,97,36,2,19,1,5,17,2086,871,423,792,0,0,0,1518,1420,106,1314,1518,1420,98,98,64,33,1
"Census Tract 16.06","Census Tract 16.06, Dane County, Wisconsin","55025001606","140","00","55","025","19",,"001606",5463,5463,33553.97,0.162812337354459,0.1628123,0.1628123,0,5463,2743,2720,5463,7,0,1,5,5054,292,44,25,25,9,1,0,20.2,20.5,19.9,5463,4686,151,14,398,2,53,159,5463,5235,4543,143,13,396,2,2,136,228,143,8,1,2,0,51,23,1170,43,17,26,17,9,1127,474,653,5463,2542,108,43,17,11,0,16,1,4,16,2434,474,653,1307,2921,0,2921,1233,1170,4,1166,1233,1170,63,63,58,2,3
"Census Tract 17.04","Census Tract 17.04, Dane County, Wisconsin","55025001704","140","00","55","025","19",,"001704",3434,3434,21070.53,0.16297643077883,0.1629764,0.1629764,0,3434,2088,1346,3434,22,14,13,13,880,896,390,376,318,162,153,197,32.8,32.1,34.1,3434,2695,510,12,133,1,21,62,3434,3303,2601,504,12,133,1,4,48,131,94,6,0,0,0,17,14,1597,271,238,33,14,19,1326,1038,288,3434,2314,593,271,238,45,0,17,1,5,16,1721,1038,288,395,1120,959,161,1891,1597,431,1166,1891,1597,294,294,200,94,0
"Census Tract 17.05","Census Tract 17.05, Dane County, Wisconsin","55025001705","140","00","55","025","19",,"001705",4073,4073,15146.28,0.268910898428873,0.2689109,0.2689109,0,4073,2264,1809,4073,42,14,13,13,1679,1491,277,212,192,96,35,9,25.8,26.4,25.2,4073,3569,130,9,182,0,61,122,4073,3878,3450,127,7,181,0,12,101,195,119,3,2,1,0,49,21,2531,275,195,80,29,51,2256,1500,756,4073,4069,664,275,195,81,3,42,4,14,50,3405,1500,756,1149,4,0,4,2735,2531,241,2290,2735,2531,204,204,141,41,22
"Census Tract 18.02","Census Tract 18.02, Dane County, Wisconsin","55025001802","140","00","55","025","19",,"001802",2784,2784,10139.48,0.274570384109888,0.293577,0.2745704,0.01900665,2784,1441,1343,2784,82,71,72,52,661,965,274,258,238,73,26,12,28.3,28.8,27.8,2784,2468,153,9,51,4,41,58,2784,2684,2415,148,8,51,4,8,50,100,53,5,1,0,0,33,8,1373,347,276,71,26,45,1026,562,464,2784,2666,945,347,276,249,3,17,3,9,41,1721,562,464,695,118,0,118,1451,1373,423,950,1451,1373,78,78,23,48,7
"Census Tract 18.04","Census Tract 18.04, Dane County, Wisconsin","55025001804","140","00","55","025","19",,"001804",3326,3326,10379.1,0.320451677768391,0.323398,0.3204517,0.002946346,3326,1769,1557,3326,148,103,85,54,689,1072,415,386,274,63,24,13,29.4,29.3,29.6,3326,2671,272,24,177,1,70,111,3326,3088,2541,257,20,176,1,9,84,238,130,15,4,1,0,61,27,1837,508,283,225,69,156,1329,862,467,3326,3303,1388,508,283,419,12,56,8,30,72,1915,862,467,586,23,15,8,1963,1837,428,1409,1963,1837,126,126,94,16,16
"Census Tract 19","Census Tract 19, Dane County, Wisconsin","55025001900","140","00","55","025","19",,"001900",6114,6114,7374.069,0.829121602107809,0.8367479,0.8291216,0.00762629,6114,3018,3096,6114,239,207,190,108,627,2089,887,757,731,177,71,31,32,32.7,31.4,6114,5526,197,33,115,0,66,177,6114,5897,5405,191,26,112,0,18,145,217,121,6,7,3,0,48,32,3237,1067,780,287,94,193,2170,1378,792,6114,6049,2870,1067,780,815,12,48,10,29,109,3179,1378,792,1009,65,8,57,3375,3237,1136,2101,3375,3237,138,138,49,47,42
"Census Tract 20","Census Tract 20, Dane County, Wisconsin","55025002000","140","00","55","025","19",,"002000",5875,5875,5838.064,1.0063266702394,1.019243,1.006327,0.01291666,5875,2819,3056,5875,357,324,293,185,380,1229,947,980,802,210,114,54,36.5,36.6,36.3,5875,4882,539,29,144,1,107,173,5875,5573,4737,528,21,144,1,8,134,302,145,11,8,0,0,99,39,2806,1278,858,420,119,301,1528,1038,490,5875,5865,3767,1278,858,1314,63,53,24,49,128,2098,1038,490,570,10,10,0,2952,2806,1595,1211,2952,2806,146,146,80,35,31
"Census Tract 21","Census Tract 21, Dane County, Wisconsin","55025002100","140","00","55","025","19",,"002100",4850,4850,4041.752,1.19997467169732,1.200094,1.199975,0.0001189195,4850,2478,2372,4850,325,186,154,84,416,1228,836,744,569,195,75,38,35.3,34.9,35.7,4850,4080,373,17,92,1,118,169,4850,4545,3916,364,14,90,1,10,150,305,164,9,3,2,0,108,19,2460,992,643,349,116,233,1468,1056,412,4850,4798,2843,992,643,878,49,54,18,62,147,1955,1056,412,487,52,11,41,2601,2460,1277,1183,2601,2460,141,141,74,32,35
"Census Tract 22","Census Tract 22, Dane County, Wisconsin","55025002200","140","00","55","025","19",,"002200",4254,4254,5851.517,0.726991013085775,0.726991,0.726991,0,4254,1953,2301,4254,317,201,184,120,340,748,552,619,574,277,231,91,38.8,37,41.1,4254,3183,639,17,141,5,118,151,4254,3959,3043,623,17,140,5,1,130,295,140,16,0,1,0,117,21,2129,969,565,404,103,301,1160,905,255,4254,4249,2801,969,565,952,65,54,26,55,115,1448,905,255,288,5,5,0,2273,2129,1160,969,2273,2129,144,144,78,34,32
"Census Tract 23.01","Census Tract 23.01, Dane County, Wisconsin","55025002301","140","00","55","025","19",,"002301",2994,2994,3338.047,0.896931568794913,0.9492079,0.8969316,0.0522763,2994,1436,1558,2994,297,246,196,110,272,462,366,412,332,153,117,31,33,32.1,33.6,2994,1795,664,19,220,6,115,175,2994,2727,1691,645,14,214,0,6,157,267,104,19,5,6,6,109,18,1180,792,478,314,58,256,388,295,93,2994,2987,2488,792,478,972,53,32,18,59,84,499,295,93,111,7,0,7,1254,1180,647,533,1254,1180,74,74,42,24,8
"Census Tract 23.02","Census Tract 23.02, Dane County, Wisconsin","55025002302","140","00","55","025","19",,"002302",1810,1810,1437.931,1.25875293630704,1.258753,1.258753,0,1810,1009,801,1810,98,62,44,36,126,313,285,371,289,126,36,24,43,41.1,45.3,1810,1523,144,17,54,0,26,46,1810,1752,1497,142,13,54,0,8,38,58,26,2,4,0,0,18,8,638,344,265,79,28,51,294,221,73,1810,1354,976,344,265,289,18,11,6,12,31,378,221,73,84,456,443,13,705,638,384,254,705,638,67,67,20,39,8
"Census Tract 24.01","Census Tract 24.01, Dane County, Wisconsin","55025002401","140","00","55","025","19",,"002401",3417,3417,4763.075,0.717393671322029,0.7173937,0.7173937,0,3417,1644,1773,3417,220,193,196,114,196,513,406,527,494,314,186,58,41.7,39.5,43.8,3417,2857,241,13,110,2,88,106,3417,3190,2740,233,7,109,2,4,95,227,117,8,6,1,0,84,11,1413,933,732,201,59,142,480,382,98,3417,3417,2817,933,732,894,70,25,22,50,91,600,382,98,120,0,0,0,1461,1413,1273,140,1461,1413,48,48,3,37,8
"Census Tract 24.02","Census Tract 24.02, Dane County, Wisconsin","55025002402","140","00","55","025","19",,"002402",3407,3407,3971.421,0.857879264305472,0.8578793,0.8578793,0,3407,1657,1750,3407,242,247,223,112,363,536,481,506,378,170,115,34,34.6,32.6,36.5,3407,2216,566,13,303,1,172,136,3407,3071,2071,559,11,303,1,9,117,336,145,7,2,0,0,163,19,1470,806,509,297,67,230,664,534,130,3407,3383,2567,806,509,966,70,46,31,55,84,816,534,130,152,24,15,9,1553,1470,809,661,1553,1470,83,83,57,16,10
"Census Tract 25","Census Tract 25, Dane County, Wisconsin","55025002500","140","00","55","025","19",,"002500",1735,1735,404.82,4.28585537848052,4.286416,4.285855,0.0005602342,1735,840,895,1735,129,93,74,55,221,317,197,250,229,101,55,14,33.9,34.6,33.5,1735,1164,249,8,118,0,108,88,1735,1517,1063,248,8,117,0,8,73,218,101,1,0,1,0,100,15,882,366,168,198,50,148,516,402,114,1735,1735,1080,366,168,391,30,25,14,29,57,655,402,114,139,0,0,0,960,882,468,414,960,882,78,78,46,12,20
"Census Tract 26.01","Census Tract 26.01, Dane County, Wisconsin","55025002601","140","00","55","025","19",,"002601",1809,1809,3037.501,0.595555268981941,0.5982321,0.5955552,0.002676846,1809,916,893,1809,105,98,88,72,181,317,286,301,193,78,61,29,36.5,35.6,37.6,1809,1345,178,18,66,0,119,83,1809,1543,1224,177,6,66,0,4,66,266,121,1,12,0,0,115,17,810,421,261,160,44,116,389,285,104,1809,1804,1287,421,261,433,26,31,10,37,68,517,285,104,128,5,0,5,843,810,449,361,843,810,33,33,15,10,8
"Census Tract 26.02","Census Tract 26.02, Dane County, Wisconsin","55025002602","140","00","55","025","19",,"002602",5576,5576,2406.859,2.31671189210143,2.316712,2.316712,0,5576,2843,2733,5576,410,314,246,163,743,1235,734,766,587,247,105,26,31.7,31.2,32.3,5576,4032,514,34,337,4,441,214,5576,4765,3737,505,22,336,4,7,154,811,295,9,12,1,0,434,60,2452,1329,937,392,136,256,1123,796,327,5576,5558,4024,1329,937,1294,80,86,31,108,159,1534,796,327,411,18,18,0,2590,2452,1130,1322,2590,2452,138,138,82,47,9
"Census Tract 26.03","Census Tract 26.03, Dane County, Wisconsin","55025002603","140","00","55","025","19",,"002603",5249,5249,2142.977,2.44939629063918,2.449396,2.449396,0,5249,2556,2693,5249,447,374,304,165,639,1283,764,590,432,143,66,42,29.8,29.9,29.8,5249,3399,764,28,546,3,228,281,5249,4748,3202,745,23,537,3,10,228,501,197,19,5,9,0,218,53,2147,1175,761,414,104,310,972,634,338,5249,5249,3859,1175,761,1428,61,85,49,133,167,1390,634,338,418,0,0,0,2282,2147,962,1185,2282,2147,135,135,101,16,18
"Census Tract 27","Census Tract 27, Dane County, Wisconsin","55025002700","140","00","55","025","19",,"002700",3166,3166,2617.271,1.20965695593956,1.227016,1.209657,0.01735954,3166,1530,1636,3166,190,122,122,81,182,589,478,536,419,194,165,88,41.1,39.5,43.3,3166,2915,82,13,31,0,51,74,3166,3027,2837,81,13,31,0,1,64,139,78,1,0,0,0,50,10,1561,811,604,207,64,143,750,596,154,3166,3157,2230,811,604,648,49,18,13,22,65,927,596,154,177,9,0,9,1624,1561,1268,293,1624,1561,63,63,17,37,9
"Census Tract 28","Census Tract 28, Dane County, Wisconsin","55025002800","140","00","55","025","19",,"002800",2233,2233,3216.716,0.694186227889859,0.6941862,0.6941862,0,2233,1052,1181,2233,132,101,99,59,140,333,352,385,335,148,104,45,41.5,39.8,43.3,2233,2066,54,7,10,1,22,73,2233,2125,1996,51,6,10,1,4,57,108,70,3,1,0,0,18,16,1006,570,433,137,36,101,436,317,119,2233,2200,1628,570,433,487,39,17,6,20,56,572,317,119,136,33,25,8,1044,1006,849,157,1044,1006,38,38,5,16,17
"Census Tract 29","Census Tract 29, Dane County, Wisconsin","55025002900","140","00","55","025","19",,"002900",3175,3175,2449.727,1.29606276168075,1.297207,1.296063,0.001144021,3175,1535,1640,3175,180,151,133,105,266,536,399,451,390,266,228,70,40.4,38.2,42.8,3175,2677,185,11,87,1,98,116,3175,2924,2561,180,9,83,1,4,86,251,116,5,2,4,0,94,30,1489,779,565,214,55,159,710,547,163,3175,3132,2224,779,565,707,40,23,13,35,62,908,547,163,198,43,0,43,1577,1489,928,561,1577,1489,88,88,54,28,6
"Census Tract 30.01","Census Tract 30.01, Dane County, Wisconsin","55025003001","140","00","55","025","19",,"003001",5134,5134,3526.417,1.45586890750073,1.455869,1.455869,0,5134,2564,2570,5134,319,280,285,193,362,652,651,849,766,448,258,71,42.2,40.7,43.9,5134,4492,264,13,78,5,157,125,5134,4754,4296,256,10,77,5,2,108,380,196,8,3,1,0,155,17,1978,1455,1168,287,88,199,523,377,146,5134,5038,4340,1455,1168,1405,61,34,22,75,120,698,377,146,175,96,89,7,2032,1978,1658,320,2032,1978,54,54,27,21,6
"Census Tract 30.02","Census Tract 30.02, Dane County, Wisconsin","55025003002","140","00","55","025","19",,"003002",3732,3732,5067.479,0.736460941131774,0.7364609,0.7364609,0,3732,1772,1960,3732,323,271,212,120,509,738,438,398,328,152,122,121,30.3,28.8,31.7,3732,2423,585,17,134,4,389,180,3732,3091,2211,576,9,133,3,8,151,641,212,9,8,1,1,381,29,1504,863,469,394,99,295,641,421,220,3732,3630,2706,863,469,1003,46,57,26,73,169,924,421,220,283,102,83,19,1561,1504,430,1074,1561,1504,57,57,42,9,6
"Census Tract 31","Census Tract 31, Dane County, Wisconsin","55025003100","140","00","55","025","19",,"003100",6422,6422,1630.866,3.93778619823721,3.975665,3.937786,0.03787894,6422,3198,3224,6422,400,400,370,267,488,838,815,1074,1006,487,223,54,40.6,39.1,41.9,6422,5452,386,27,166,1,179,211,6422,6027,5280,383,25,166,1,5,167,395,172,3,2,0,0,174,44,2468,1812,1474,338,105,233,656,460,196,6422,6422,5502,1812,1474,1791,82,51,31,93,168,920,460,196,264,0,0,0,2578,2468,2002,466,2578,2468,110,110,63,36,11
"Census Tract 32","Census Tract 32, Dane County, Wisconsin","55025003200","140","00","55","025","19",,"003200",2778,2778,3019.968,0.91987723495244,0.9420465,0.9198772,0.02216922,2778,1432,1346,2778,373,210,115,37,212,1127,503,110,58,25,5,3,29.1,29.3,29,2778,998,159,17,1434,1,50,119,2778,2585,879,146,14,1430,1,12,103,193,119,13,3,4,0,38,16,1188,714,599,115,19,96,474,295,179,2778,2778,2120,714,599,747,0,7,22,17,14,658,295,179,184,0,0,0,1256,1188,43,1145,1256,1188,68,68,51,12,5
"Census Tract 101","Census Tract 101, Dane County, Wisconsin","55025010100","140","00","55","025","19",,"010100",1538,1538,2093.274,0.734734292205215,0.7347343,0.7347343,0,1538,738,800,1538,68,104,129,84,56,66,173,255,296,169,107,31,48.7,49.3,48.3,1538,1402,15,1,80,0,1,39,1538,1482,1351,15,1,80,0,0,35,56,51,0,0,0,0,1,4,610,470,427,43,14,29,140,116,24,1538,1535,1371,470,427,456,4,2,1,3,8,164,116,24,24,3,0,3,649,610,560,50,649,610,39,39,1,23,15
"Census Tract 102","Census Tract 102, Dane County, Wisconsin","55025010200","140","00","55","025","19",,"010200",1268,1268,1816.231,0.698149180613964,0.6996809,0.6981492,0.001531667,1268,621,647,1268,61,82,97,50,37,93,144,214,276,110,75,29,48.2,48.1,48.2,1268,1226,13,4,5,0,3,17,1268,1253,1216,12,4,5,0,1,15,15,10,1,0,0,0,2,2,517,393,364,29,12,17,124,93,31,1268,1268,1104,393,364,331,3,3,2,2,6,164,93,31,40,0,0,0,559,517,475,42,559,517,42,42,2,30,10
"Census Tract 103","Census Tract 103, Dane County, Wisconsin","55025010300","140","00","55","025","19",,"010300",3404,3404,3920.16,0.868331822386822,0.8742422,0.8683318,0.005910452,3404,1626,1778,3404,181,154,162,101,223,437,443,590,568,267,208,70,45,42.6,47.2,3404,3199,54,25,30,1,45,50,3404,3290,3143,54,21,29,1,4,38,114,56,0,4,1,0,41,12,1643,904,725,179,45,134,739,598,141,3404,3403,2502,904,725,761,20,13,12,17,50,901,598,141,162,1,0,1,1765,1643,1121,522,1765,1643,122,122,23,83,16
"Census Tract 104","Census Tract 104, Dane County, Wisconsin","55025010400","140","00","55","025","19",,"010400",3299,3299,4086.321,0.80732767873828,0.8247834,0.8073277,0.01745568,3299,1572,1727,3299,175,151,147,117,198,381,388,548,462,292,268,172,46.9,44.4,48.8,3299,3039,109,6,55,0,26,64,3299,3206,2980,102,3,54,0,7,60,93,59,7,3,1,0,19,4,1619,864,677,187,46,141,755,641,114,3299,3299,2406,864,677,729,30,22,12,15,57,893,641,114,138,0,0,0,1765,1619,917,702,1765,1619,146,146,111,30,5
"Census Tract 105.01","Census Tract 105.01, Dane County, Wisconsin","55025010501","140","00","55","025","19",,"010501",2817,2817,814.4642,3.45871563883694,3.460526,3.458716,0.001810047,2817,1395,1422,2817,329,237,206,94,151,697,432,306,241,72,41,11,30.8,30.9,30.8,2817,2182,254,8,179,1,81,112,2817,2625,2078,253,8,173,1,7,105,192,104,1,0,6,0,74,7,1000,740,581,159,36,123,260,166,94,2817,2810,2430,740,581,927,33,23,18,37,71,380,166,94,120,7,0,7,1045,1000,814,186,1045,1000,45,45,9,30,6
"Census Tract 105.02","Census Tract 105.02, Dane County, Wisconsin","55025010502","140","00","55","025","19",,"010502",7766,7766,1089.447,7.12838823963663,7.180662,7.128388,0.05227321,7766,3805,3961,7766,463,551,656,397,440,872,1109,1389,1064,476,247,102,40,39.3,40.8,7766,7350,87,33,125,5,52,114,7766,7598,7249,85,28,123,5,3,105,168,101,2,5,2,0,49,9,3051,2205,1768,437,134,303,846,650,196,7766,7766,6666,2205,1768,2393,64,24,31,46,135,1100,650,196,254,0,0,0,3182,3051,2258,793,3182,3051,131,131,60,61,10
