Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_003,SE_T056_001,SE_T056_002,SE_T056_003,SE_T056_004,SE_T056_005,SE_T056_006,SE_T056_007,SE_T056_008,SE_T056_009,SE_T056_010,SE_T056_011,SE_T056_012,SE_T056_013,SE_T056_014,SE_T056_015,SE_T056_016,SE_T056_017,SE_T057_001,SE_T058_001,SE_T058_002,SE_T058_003,SE_T058_004,SE_T058_005,SE_T058_006,SE_T058_007,SE_T058_008,SE_T058_009,SE_T058_010,SE_T059_001,SE_T061_001,SE_T062_001,SE_T063_001,SE_T064_001,SE_T065_001,SE_T065_002,SE_T065_003,SE_T065_004,SE_T065_005,SE_T065_006,SE_T065_007,SE_T066_001,SE_T066_002,SE_T066_003,SE_T066_004,SE_T066_005,SE_T066_006,SE_T066_007,SE_T066_008,SE_T066_009,SE_T066_010,SE_T066_011,SE_T066_012,SE_T066_013,SE_T066_014,SE_T066_015,SE_T066_016,SE_T066_017,SE_T066_018,SE_T067_001,SE_T067_002,SE_T067_003,SE_T074_001,SE_T074_002,SE_T074_003,SE_T075_001,SE_T075_002,SE_T075_003,SE_T076_001,SE_T076_002,SE_T076_003,SE_T077_001,SE_T077_002,SE_T077_003,SE_T078_001,SE_T078_002,SE_T078_003,SE_T079_001,SE_T079_002,SE_T079_003,SE_T080_001,SE_T080_002,SE_T080_003,SE_T081_001,SE_T081_002,SE_T081_003,SE_T082_001,SE_T082_002,SE_T082_003,SE_T083_001,SE_T084_001,SE_T085_001,SE_T086_001,SE_T087_001,SE_T088_001,SE_T089_001,SE_T090_001,SE_T091_001,SE_T092_001
"17019005702","14000US17019005702","Census Tract 57.02, Champaign County, Illinois","Census Tract 57.02, Champaign County, Illinois","il","140","00","ACSSF","0015517",,,,,"17","019",,,,"005702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2630,2630,392.8928,6.69393835029352,1258,194,18,57,100,0,75,111,47,61,35,55,212,83,79,45,86,46107,46107,75233,35750,,15625,,,,,68846,73253.6565977742,53505,86655.6129032258,33140,47442.2360248447,29484,39327,46786,27434,16557,40439,8633,37031,,20637,34053,29453,44424,43634,,22155,35985,65329,51591,22233,,2499,22295,13852,43324,46107,97813,34848,1258,943,315,1258,943,315,1258,105,1153,1258,443,815,1258,324,934,1258,12,1246,1258,0,1258,1258,164,1094,1258,80,1178,34918,42433,14025,,7879,,,,32768,43193
"17019005800","14000US17019005800","Census Tract 58, Champaign County, Illinois","Census Tract 58, Champaign County, Illinois","il","140","00","ACSSF","0015518",,,,,"17","019",,,,"005800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3796,3796,6839.96,0.554973999879536,1613,259,62,150,66,94,64,15,82,8,71,101,167,125,143,131,75,52031,52031,56838,,,16250,,,2499,42841,62604,71388.4686918785,118452,120420.766773163,22250,40142.4518743668,19627,30653,65893,14432,15255,55446,6736,40994,,,35156,43864,40932,53484,,,44375,47132,65764,33110,,,34239,35227,29777,52031,111250,19557,1613,1345,268,1613,1323,290,1613,230,1383,1613,661,952,1613,161,1452,1613,0,1613,1613,0,1613,1613,226,1387,1613,126,1487,30742,33843,,,12416,,24219,619,26132,34014
"17019005900","14000US17019005900","Census Tract 59, Champaign County, Illinois","Census Tract 59, Champaign County, Illinois","il","140","00","ACSSF","0015519",,,,,"17","019",,,,"005900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7311,7311,14449.96,0.505952923334008,1183,538,121,41,110,87,47,38,8,10,21,70,30,14,13,13,22,11205,11205,11042,9954,,11587,,,23816,64152,9973,26483.2628909552,45875,95386.8217054264,9778,18050.0948766603,3691,4500,36078,3997,3340,21125,3269,21992,,,20278,17386,25074,23913,,,30341,11500,26471,20976,,,19875,33173,21016,11205,180096,10676,1183,1036,147,1183,1036,147,1183,89,1094,1183,189,994,1183,0,1183,1183,9,1174,1183,9,1174,1183,0,1183,1183,88,1095,6512,7098,6827,,5064,,5646,5191,9004,6871
"17019006000","14000US17019006000","Census Tract 60, Champaign County, Illinois","Census Tract 60, Champaign County, Illinois","il","140","00","ACSSF","0015520",,,,,"17","019",,,,"006000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3743,3743,865.2193,4.32607100882321,617,232,23,118,59,11,49,0,7,29,40,7,31,7,0,0,4,17696,17696,21078,16250,,16042,,,17604,,20776,24446.3533225284,22125,28544.40433213,11848,21107.6470588235,3290,3255,31397,2751,3359,32188,3191,20441,,,,16354,21314,22132,,,,31111,21635,17844,,,,4205,19688,17696,116964,17500,617,465,152,617,465,152,617,18,599,617,119,498,617,0,617,617,0,617,617,0,617,617,9,608,617,44,573,5485,5983,3124,,5715,,3361,5462,3123,6411
"17019010100","14000US17019010100","Census Tract 101, Champaign County, Illinois","Census Tract 101, Champaign County, Illinois","il","140","00","ACSSF","0015521",,,,,"17","019",,,,"010100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4756,4756,812.9172,5.85053444263062,2152,218,201,239,137,162,159,67,98,70,129,301,251,54,10,43,13,33701,33701,36972,22730,,,,60952,14306,61488,36472,45331.3661710037,52647,56371.6549295775,23909,31798.3267716535,21722,30071,32323,16486,18026,30548,10893,26754,27955,16590,25717,32813,33304,30369,30704,15430,26893,33750,48194,25054,13173,21204,23958,31696,31731,33701,52500,25194,2152,1633,519,2152,1530,622,2152,253,1899,2152,395,1757,2152,644,1508,2152,128,2024,2152,91,2061,2152,532,1620,2152,314,1838,20780,23563,12993,,38185,,27194,3966,18847,23931
"17019010204","14000US17019010204","Census Tract 102.04, Champaign County, Illinois","Census Tract 102.04, Champaign County, Illinois","il","140","00","ACSSF","0015522",,,,,"17","019",,,,"010204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4610,4610,1107.092,4.16406408060578,2001,168,164,107,121,143,117,134,125,102,204,117,245,127,48,45,34,41384,41384,43384,28851,,75469,,,47063,32361,47881,60055.972013993,54911,75922.4961479199,29696,28870.9815078236,27844,32324,41279,17365,19892,33915,10846,31652,19152,29536,34788,41635,56250,35364,19107,33169,47232,36250,81111,25208,20035,21932,25313,46029,40119,41384,52989,26250,2001,1570,431,2001,1536,465,2001,148,1853,2001,381,1620,2001,522,1479,2001,71,1930,2001,35,1966,2001,349,1652,2001,300,1701,26192,28306,14955,,29825,,29636,15152,13541,30611
"17019010300","14000US17019010300","Census Tract 103, Champaign County, Illinois","Census Tract 103, Champaign County, Illinois","il","140","00","ACSSF","0015523",,,,,"17","019",,,,"010300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3292,3292,1009.247,3.26183789268522,1286,62,94,84,206,131,154,44,76,29,88,120,130,29,14,25,0,31854,31854,32632,30265,,49306,,21036,51333,22107,32829,42710.7309486781,36250,46604.6954314721,27143,30591.9678714859,21534,23693,27554,18079,20446,25000,12944,25382,21464,25088,22375,31150,26818,27750,23333,26304,30274,27375,52639,22250,11382,24506,19923,31200,26705,31854,53162,30256,1286,1103,183,1286,1093,193,1286,32,1254,1286,138,1148,1286,196,1090,1286,70,1216,1286,53,1233,1286,122,1164,1286,218,1068,16769,17968,15696,,26638,,10162,12898,11111,18443
"17019010400","14000US17019010400","Census Tract 104, Champaign County, Illinois","Census Tract 104, Champaign County, Illinois","il","140","00","ACSSF","0015524",,,,,"17","019",,,,"010400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5030,5030,28.00982,179.579889945436,2126,106,131,133,113,133,153,119,62,86,240,257,288,158,59,77,11,51023,51023,51818,14868,,53438,,48750,,4402,52254,58014.3932267168,56381,63587.0860927152,33839,41599.1883116883,25952,33560,45239,19821,20270,30000,12256,31553,19904,29792,31250,41739,45069,38625,25750,36528,40119,48750,47083,23042,17188,21324,21630,40109,43750,51023,59468,24865,2126,1730,396,2126,1644,482,2126,358,1768,2126,547,1579,2126,610,1516,2126,62,2064,2126,62,2064,2126,462,1664,2126,351,1775,24628,25275,17275,,20820,,13096,3797,5476,25909
"17019010500","14000US17019010500","Census Tract 105, Champaign County, Illinois","Census Tract 105, Champaign County, Illinois","il","140","00","ACSSF","0015525",,,,,"17","019",,,,"010500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4064,4064,28.04286,144.92103592758,1608,55,39,65,70,48,79,69,61,22,155,287,327,178,70,45,38,66569,66569,66544,,,,,,83375,90882,65564,75975.6218905473,72895,85589.9838449111,33235,39551.6216216216,32581,41031,50913,27045,23678,38681,14583,39125,37813,33403,41111,43843,42083,44564,29583,43000,48281,65972,44306,31090,,24012,29688,43056,41354,66569,70553,44712,1608,1329,279,1608,1285,323,1608,238,1370,1608,506,1102,1608,460,1148,1608,43,1565,1608,16,1592,1608,345,1263,1608,271,1337,30165,30397,,,27572,,,22754,35682,30294
"17019010601","14000US17019010601","Census Tract 106.01, Champaign County, Illinois","Census Tract 106.01, Champaign County, Illinois","il","140","00","ACSSF","0015526",,,,,"17","019",,,,"010601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5468,5468,425.6943,12.8448988952845,2046,46,17,38,119,84,65,106,87,70,205,343,287,244,111,90,134,68951,68951,69105,,,73750,,,58611,75192,69074,84221.1143695015,76995,96075.2628324057,32031,36029.8368298368,36203,45955,53774,26604,27025,40185,15909,39900,32344,30446,34063,44321,63194,47744,42031,41683,37011,66343,80250,33806,2499,9439,25724,37955,55833,68951,74344,37685,2046,1862,184,2046,1828,218,2046,273,1773,2046,698,1348,2046,368,1678,2046,28,2018,2046,33,2013,2046,340,1706,2046,147,1899,31733,32480,7598,,22377,,,7292,13059,33100
"17019010603","14000US17019010603","Census Tract 106.03, Champaign County, Illinois","Census Tract 106.03, Champaign County, Illinois","il","140","00","ACSSF","0015527",,,,,"17","019",,,,"010603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6987,6987,357.5164,19.5431561845074,2509,159,55,74,34,75,112,223,142,96,116,299,316,300,213,186,109,67621,67621,67115,,,250001,,,,43375,68266,87017.2977281786,73529,91514.6305418719,45625,65345.9290187891,28403,44985,64335,15045,19546,34813,12218,40963,38250,18600,39455,58045,72621,61089,2499,38200,44081,64271,84896,24069,,15444,29250,29138,44833,67621,79000,42956,2509,2253,256,2509,2215,294,2509,294,2215,2509,609,1900,2509,554,1955,2509,27,2482,2509,15,2494,2509,428,2081,2509,277,2232,31193,30821,,,104560,,,8675,108034,29644
"17019010604","14000US17019010604","Census Tract 106.04, Champaign County, Illinois","Census Tract 106.04, Champaign County, Illinois","il","140","00","ACSSF","0015528",,,,,"17","019",,,,"010604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134,3134,31.43266,99.7051970897163,1322,119,29,117,14,48,32,85,72,88,127,184,164,121,52,26,44,56389,56389,55417,2499,,2499,,,107841,,55972,63981.6187594554,68631,77100,30260,34692.9411764706,30045,40608,44088,20000,19797,37500,9840,33996,9360,19951,36146,46875,39583,40306,9024,40242,37386,51250,38333,24297,11964,16762,29125,45516,55815,56389,64279,25901,1322,1151,171,1322,1015,307,1322,325,997,1322,356,966,1322,365,957,1322,9,1313,1322,6,1316,1322,276,1046,1322,73,1249,26977,27217,12344,,,,,39317,14618,27504
"17019010700","14000US17019010700","Census Tract 107, Champaign County, Illinois","Census Tract 107, Champaign County, Illinois","il","140","00","ACSSF","0015529",,,,,"17","019",,,,"010700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7746,7746,71.31026,108.623922581881,2987,99,121,40,68,182,45,109,157,141,264,472,639,274,193,119,64,68544,68544,68454,,98000,,,,,35781,68737,75016.9065952461,75838,81323.5828645608,36827,45045.1183431953,34329,42815,49813,21184,27674,41104,14455,39570,21806,34076,35909,46250,58846,44959,22500,41453,40909,52200,52310,32538,20938,23316,32041,35455,61141,68544,73802,47516,2987,2515,472,2987,2382,605,2987,420,2567,2987,856,2131,2987,610,2377,2987,45,2942,2987,42,2945,2987,678,2309,2987,437,2550,29531,29842,31922,30813,7882,,2114,37275,14493,30133
"17019010800","14000US17019010800","Census Tract 108, Champaign County, Illinois","Census Tract 108, Champaign County, Illinois","il","140","00","ACSSF","0015530",,,,,"17","019",,,,"010800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4630,4630,28.93581,160.009365294357,1820,52,118,58,68,62,157,55,69,77,168,237,277,135,131,92,64,61512,61512,61802,,,,,,,11827,62355,76622.7472527473,72242,87232.0057929037,30712,39539.4077448747,33059,44898,55425,21639,25136,33942,13715,38264,24750,30000,39651,48261,60288,48093,36250,41667,50363,48077,71750,26881,15875,22028,26809,48500,43281,61512,69408,30530,1820,1514,306,1820,1455,365,1820,378,1442,1820,513,1307,1820,478,1342,1820,24,1796,1820,16,1804,1820,322,1498,1820,228,1592,30216,30845,18734,,,,4800,570,3230,31425
"17019010900","14000US17019010900","Census Tract 109, Champaign County, Illinois","Census Tract 109, Champaign County, Illinois","il","140","00","ACSSF","0015531",,,,,"17","019",,,,"010900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9173,9173,50.53234,181.527327539741,3701,184,61,94,160,191,189,137,146,253,392,653,533,428,142,69,69,62175,62175,62931,6818,,45950,,,16458,29712,63067,68031.4509592002,68408,77385.2259779719,41364,43744.2883895131,30808,37528,46005,22304,24815,34015,12316,36101,31063,33022,34805,45602,51591,41701,27031,40086,37213,54041,65391,31691,34286,24375,32616,32188,43359,62175,67447,38696,3701,3155,546,3701,3051,650,3701,521,3180,3701,903,2798,3701,852,2849,3701,32,3669,3701,29,3672,3701,603,3098,3701,480,3221,27444,27855,12305,,16920,,,5369,14450,27924
"17019011000","14000US17019011000","Census Tract 110, Champaign County, Illinois","Census Tract 110, Champaign County, Illinois","il","140","00","ACSSF","0015532",,,,,"17","019",,,,"011000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3928,3928,5357.44,0.733186022483502,2284,332,198,231,220,252,195,197,89,68,149,104,55,80,76,31,7,27874,27874,29942,25158,,24028,,2499,,17500,30266,38170.4465849387,47883,59158.4786053883,25010,30098.8505747126,21216,22060,29076,13946,19273,30145,13057,26372,12083,21705,26142,28307,32198,25829,31500,21250,26827,23882,28472,27115,10250,22083,25506,28833,33214,27874,56273,23072,2284,2044,240,2284,1980,304,2284,243,2041,2284,371,1913,2284,230,2054,2284,88,2196,2284,14,2270,2284,113,2171,2284,93,2191,23280,25259,17006,,13862,,925,25328,11168,26549
"17019011100","14000US17019011100","Census Tract 111, Champaign County, Illinois","Census Tract 111, Champaign County, Illinois","il","140","00","ACSSF","0015533",,,,,"17","019",,,,"011100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2259,2259,5402.724,0.418122400567107,1197,241,255,98,147,76,57,25,117,15,80,0,69,8,9,0,0,20077,20077,20529,11506,,20631,,,20781,,19290,26241.0192147034,20536,29146.3235294118,20028,25868.6145146089,13758,14097,35179,12148,12188,21620,8074,21340,4875,21563,15905,22328,21675,22336,3750,21719,25278,31053,21949,18906,,4875,15129,19516,21280,20077,55833,18977,1197,1012,185,1197,1012,185,1197,43,1154,1197,285,912,1197,69,1128,1197,8,1189,1197,6,1191,1197,24,1173,1197,20,1177,15097,17894,9646,,12381,,,18739,17254,17737
"17041952000","14000US17041952000","Census Tract 9520, Douglas County, Illinois","Census Tract 9520, Douglas County, Illinois","il","140","00","ACSSF","0016926",,,,,"17","041",,,,"952000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2513,2513,13.96597,179.937315539686,944,85,43,76,49,86,31,88,51,23,82,115,122,70,8,7,8,40921,40921,41053,,,,,,,21875,41020,50668.2203389831,51250,56541.7310664606,28722,36496.9696969697,18763,30417,42121,17070,13447,29125,8967,25864,20815,23398,34038,27292,50750,38162,22417,30903,46442,26250,,20045,10556,15000,20208,27292,50250,40921,48750,29375,944,750,194,944,719,225,944,203,741,944,211,733,944,266,678,944,21,923,944,20,924,944,141,803,944,168,776,20024,20130,,,,,9986,,11122,20142
"17041952100","14000US17041952100","Census Tract 9521, Douglas County, Illinois","Census Tract 9521, Douglas County, Illinois","il","140","00","ACSSF","0016927",,,,,"17","041",,,,"952100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4140,4140,59.50386,69.5753215845016,1669,84,78,64,88,74,107,142,80,89,169,235,220,155,70,14,0,51113,51113,51113,,,,,,,142750,51074,57144.9370880767,62327,66367.4889867841,33167,33919.4756554307,27388,37266,48277,22794,19187,30694,11455,33030,36806,25152,34059,35069,53333,42793,42500,32043,46908,41563,77857,24932,36111,16840,26765,32670,48125,51113,57163,38864,1669,1288,381,1669,1194,475,1669,230,1439,1669,475,1194,1669,521,1148,1669,52,1617,1669,25,1644,1669,329,1340,1669,205,1464,23161,23419,,,14091,,7471,,16359,23471
"17041952300","14000US17041952300","Census Tract 9523, Douglas County, Illinois","Census Tract 9523, Douglas County, Illinois","il","140","00","ACSSF","0016929",,,,,"17","041",,,,"952300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5259,5259,49.77782,105.6494532021,1769,66,160,91,76,69,172,105,115,149,118,221,177,127,52,53,18,45778,45778,45906,,31932,,,,,11544,46071,56540.6444318824,54521,65142.1686746988,25707,30480.4988662132,26584,34421,40962,14444,19028,28875,10517,32140,32232,32115,31429,31369,48618,36875,36071,36908,38000,44375,49276,25487,18750,25274,26136,30299,43438,45778,53165,20375,1769,1496,273,1769,1283,486,1769,464,1305,1769,491,1278,1769,520,1249,1769,81,1688,1769,42,1727,1769,142,1627,1769,232,1537,19038,19443,,29696,,,,1263,3244,19799
"17053961700","14000US17053961700","Census Tract 9617, Ford County, Illinois","Census Tract 9617, Ford County, Illinois","il","140","00","ACSSF","0017171",,,,,"17","053",,,,"961700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2244,2244,13.2951,168.784015987719,870,39,47,65,27,69,83,18,17,53,57,108,146,100,21,20,0,52361,52361,52361,,,,,,,,52500,59167.1264367816,67333,70210.6796116505,27045,31888.4920634921,25688,36630,58043,16250,16026,31464,11589,33125,18875,26500,34188,54167,42188,50027,18906,41071,55083,60909,98281,24491,18750,14722,28158,37000,41406,52361,59167,33056,870,709,161,870,623,247,870,216,654,870,234,636,870,264,606,870,5,865,870,27,843,870,111,759,870,125,745,23638,23468,,,,,,42510,4266,23791
"17053961800","14000US17053961800","Census Tract 9618, Ford County, Illinois","Census Tract 9618, Ford County, Illinois","il","140","00","ACSSF","0017172",,,,,"17","053",,,,"961800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4454,4454,948.154,4.69754917783403,1669,143,112,63,88,97,117,145,51,149,73,202,229,120,36,33,11,45771,45771,45979,,2499,,,,,62308,45479,55227.2019173158,62240,65768.8151658768,22800,35608.1433224756,21403,29107,42580,14130,15667,30429,10850,28547,8281,25355,31585,35769,42069,35185,7037,31688,43580,37604,21979,25328,9844,21402,25764,30341,42284,45771,49719,28295,1669,1268,401,1669,1246,423,1669,149,1520,1669,435,1234,1669,542,1127,1669,61,1608,1669,23,1646,1669,288,1381,1669,264,1405,21538,21787,4524,,,,,,12314,22155
"17113005502","14000US17113005502","Census Tract 55.02, McLean County, Illinois","Census Tract 55.02, McLean County, Illinois","il","140","00","ACSSF","0017744",,,,,"17","113",,,,"005502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2253,2253,17.45391,129.082815827718,878,14,53,29,43,42,52,17,38,21,71,132,123,113,36,81,13,66557,66557,66639,,,,,,,,66859,73959.3394077449,76875,87837.7976190476,25125,28150.4854368932,30648,40673,47639,18542,22044,36198,12012,35525,11250,31406,32431,40694,39219,45721,23750,45913,37727,60795,107875,26250,,12269,21768,35227,38750,66557,69074,15833,878,666,212,878,584,294,878,185,693,878,340,538,878,347,531,878,12,866,878,0,878,878,197,681,878,141,737,29039,29189,,,,,,,,29213
"17147954500","14000US17147954500","Census Tract 9545, Piatt County, Illinois","Census Tract 9545, Piatt County, Illinois","il","140","00","ACSSF","0017986",,,,,"17","147",,,,"954500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4728,4728,28.16712,167.855307437718,1784,82,50,52,35,67,121,60,79,124,162,240,255,248,70,92,47,63250,63250,63406,,,,,,,84375,63156,72930.8295964126,72832,80480.8834178132,40568,44938.7096774194,29462,40755,50225,19259,22434,31781,12909,36500,25938,27917,40701,52892,45208,43547,26094,36518,52250,54120,118750,27059,24750,20700,25300,46250,44531,63250,70375,37083,1784,1485,299,1784,1387,397,1784,342,1442,1784,532,1252,1784,499,1285,1784,16,1768,1784,6,1778,1784,321,1463,1784,201,1583,27710,28046,,,,,,7983,25005,28098
"17147954600","14000US17147954600","Census Tract 9546, Piatt County, Illinois","Census Tract 9546, Piatt County, Illinois","il","140","00","ACSSF","0017987",,,,,"17","147",,,,"954600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5489,5489,217.3183,25.2578853647198,2285,66,141,118,83,137,144,142,116,62,245,311,251,216,133,83,37,57018,57018,57018,,,,,,,,56957,70599.2560175055,68967,77101.7456359102,28322,54242.5844346549,26570,40696,52391,21445,19650,38732,13415,33356,13444,22879,30556,45849,57433,45731,13036,30662,49116,71830,65972,24432,26818,16047,19613,36612,53264,57018,64136,26372,2285,1816,469,2285,1764,521,2285,340,1945,2285,705,1580,2285,796,1489,2285,22,2263,2285,11,2274,2285,545,1740,2285,260,2025,30111,30110,,,,,,28058,7068,30273
"17147954700","14000US17147954700","Census Tract 9547, Piatt County, Illinois","Census Tract 9547, Piatt County, Illinois","il","140","00","ACSSF","0017988",,,,,"17","147",,,,"954700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3696,3696,32.02003,115.427734800316,1452,70,61,108,112,44,95,89,121,129,140,201,186,73,14,6,3,46250,46250,46442,,,,,,44205,55625,46394,50900.7575757576,50250,56854.6106557377,30407,37544.5378151261,24195,32153,44805,21700,16988,31075,10395,30951,20972,30174,31601,33304,20750,40556,45625,35833,50809,35000,21667,22038,11500,21394,23362,33021,20357,46250,49662,31216,1452,1154,298,1452,1101,351,1452,197,1255,1452,328,1124,1452,415,1037,1452,33,1419,1452,4,1448,1452,254,1198,1452,183,1269,21030,21371,,,,,9200,6808,10884,21479
"17183010300","14000US17183010300","Census Tract 103, Vermilion County, Illinois","Census Tract 103, Vermilion County, Illinois","il","140","00","ACSSF","0018251",,,,,"17","183",,,,"010300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4977,4977,22.12655,224.933341776101,1837,54,29,62,100,95,172,59,114,136,227,205,335,135,75,21,18,54205,54205,54332,,,,,53553,,45000,54364,61395.7539466521,56472,63782.3568136932,34732,46353.7735849057,29190,37167,44038,21569,20304,32935,11620,33891,26042,32404,35960,38750,41339,40046,35921,37316,46250,41667,41339,25828,21471,19135,32500,32083,48750,54205,56331,42019,1837,1414,423,1837,1335,502,1837,293,1544,1837,449,1388,1837,544,1293,1837,75,1762,1837,18,1819,1837,429,1408,1837,278,1559,23414,23399,,,,,27571,11908,25334,23504
"17183010800","14000US17183010800","Census Tract 108, Vermilion County, Illinois","Census Tract 108, Vermilion County, Illinois","il","140","00","ACSSF","0018257",,,,,"17","183",,,,"010800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3489,3489,54.06421,64.534371587822,1262,105,57,65,27,107,47,59,81,80,110,191,129,109,59,26,10,50125,50125,50063,,,,,103438,,104063,50000,58269.5721077655,54006,64358.9823468328,25871,33660.5351170569,26835,30964,39968,20333,22809,32390,8964,32062,30494,31086,32857,41250,49250,34922,30698,33603,38882,31818,49500,30668,19583,27409,25208,45938,47188,50125,52724,26927,1262,1045,217,1262,996,266,1262,156,1106,1262,294,968,1262,364,898,1262,30,1232,1262,18,1244,1262,269,993,1262,255,1007,21732,21677,,,7900,,,,15063,21865
"17183010900","14000US17183010900","Census Tract 109, Vermilion County, Illinois","Census Tract 109, Vermilion County, Illinois","il","140","00","ACSSF","0018258",,,,,"17","183",,,,"010900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3126,3126,17.22724,181.456766595058,1163,35,69,49,80,60,37,26,103,64,131,142,208,85,37,26,11,53633,53633,53828,,,,,,,30417,54023,61117.1969045572,58696,67071.6507177033,40104,42675.2293577982,27266,35200,43686,19563,17841,35323,9446,35279,20313,31505,38077,41016,52321,40127,13594,38281,42330,41797,54107,27026,27841,24492,32625,36364,50714,53633,57976,35417,1163,919,244,1163,858,305,1163,204,959,1163,264,899,1163,349,814,1163,25,1138,1163,3,1160,1163,168,995,1163,222,941,23330,23354,,,,,,20955,3640,23418
